Project,Description,Result_Title,indicator,type_result,Quarter,Status,Modified_Time,ID,value,Type,Implementor,Country,Component
Implementing ESG disclosure and integration for a green and sustainable ‘two-way opening’ of the investment market in China,"More than 1,000 stakeholders (investors, regulators, and policymakers) have attended capacity building sessions delivered by the project. In chronological order: 
(1) Trainings within the framework of the 2018 China SIF Week. 
An ESG disclosure consultation workshop was delivered in Hong Kong on December 4th, 2018, aimed to collect feedback on disclosure indicators and trends from international investors, as well as their views on A-share companies' ESG performance and future regulation. It was a close-door event delivered to 19 international investors (10 female). 
In addition, a PRI representative delivered a panel session as part of the Annual Conference on December 5th, 2018 to a total number of 320 attendees. No information on female participation was provided. The core of the presentation was how mandatory ESG information disclosure improves values of listed companies, and how to integrate ESG factors to realize robust investment in banking, insurance, and asset management sectors. Attendees included government officials, former chairman of National Social Security Fund, financial regulators (insurance and asset management), global and domestic investors, and service providers. 
(2) Direct engagement meeting with the research bureau of PBOC. June 3rd, 2019. 
The research bureau introduced their current work in green finance and the green bond market, while PRI introduced work on ESG in credit rating, ESG information disclosure, and discussed the work of the Network for Greening the Financial System (NGFS). A total of 7 people attended the meeting (5 female).
(3) Close-door workshop for NSSF.  June 3rd 2019
The project team hosted a closed-door workshop for NSSF on the integration of ESG factors in investment and risk management by pension funds, which included discussions on international, international best practices, and research on ESG disclosure in China. A total of 25 people attended this workshop (13 female)
(4) Three training sessions within the framework of the UNEP FI Regional Roundtable. June 5th, 2019
The training sessions provided insights into ESG credit risk and ratings, ESG disclosure in China (the ESG disclosure in China report was presented during the event) and ESG integration in the APAC region. A total of 473 people attended the training sessions. No information on female participation was provided.
(5) Trainings within the framework of the 2019 China SIF Week in Beijing. 
First, the project delivered a training event on 'Investor engagement and Climate Action 100+' to listed companies on December 2nd, 2019. The training focused on the Climate Action 100+ initiative, and mandatory ESG disclosure indicators, including GHG emissions. It was delivered to 330 attendees (around 170 were female) from listed companies from Shenzhen and Shanghai Stock Exchanges.
On the following day, the project delivered a session on 'ESG and Alpha in China'. The workshop was delivered to 70 attendees (35 were female) from Chinese asset management companies. The topics covered were ESG and Alpha research, and the presentation of case studies on how to integrate ESG into investment processes. Some of the companies represented were MSCI, China AMC, E-Fund, Harvest Fund, Hwabao WP Fund and BNP Paribas. 
Finally, a PRI representative delivered a panel session on ESG investing as part of the Annual Conference on December 3rd, 2019 to a total number of 330 attendees (around 170 were female). ",Workshops on ESG disclosure and integration,Output 1.1.1 Key individuals (unknown) trained,Output,2019 Q4,Approved,19-Feb-2021 08:41:36,3814659000000046074,793,In_reported,PRI Association	,China,Component 1: bilateral programme fund
Implementing ESG disclosure and integration for a green and sustainable ‘two-way opening’ of the investment market in China,"More than 1,000 stakeholders (investors, regulators, and policymakers) have attended capacity building sessions delivered by the project. In chronological order: 
(1) Trainings within the framework of the 2018 China SIF Week. 
An ESG disclosure consultation workshop was delivered in Hong Kong on December 4th, 2018, aimed to collect feedback on disclosure indicators and trends from international investors, as well as their views on A-share companies' ESG performance and future regulation. It was a close-door event delivered to 19 international investors (10 female). 
In addition, a PRI representative delivered a panel session as part of the Annual Conference on December 5th, 2018 to a total number of 320 attendees. No information on female participation was provided. The core of the presentation was how mandatory ESG information disclosure improves values of listed companies, and how to integrate ESG factors to realize robust investment in banking, insurance, and asset management sectors. Attendees included government officials, former chairman of National Social Security Fund, financial regulators (insurance and asset management), global and domestic investors, and service providers. 
(2) Direct engagement meeting with the research bureau of PBOC. June 3rd, 2019. 
The research bureau introduced their current work in green finance and the green bond market, while PRI introduced work on ESG in credit rating, ESG information disclosure, and discussed the work of the Network for Greening the Financial System (NGFS). A total of 7 people attended the meeting (5 female).
(3) Close-door workshop for NSSF.  June 3rd 2019
The project team hosted a closed-door workshop for NSSF on the integration of ESG factors in investment and risk management by pension funds, which included discussions on international, international best practices, and research on ESG disclosure in China. A total of 25 people attended this workshop (13 female)
(4) Three training sessions within the framework of the UNEP FI Regional Roundtable. June 5th, 2019
The training sessions provided insights into ESG credit risk and ratings, ESG disclosure in China (the ESG disclosure in China report was presented during the event) and ESG integration in the APAC region. A total of 473 people attended the training sessions. No information on female participation was provided.
(5) Trainings within the framework of the 2019 China SIF Week in Beijing. 
First, the project delivered a training event on 'Investor engagement and Climate Action 100+' to listed companies on December 2nd, 2019. The training focused on the Climate Action 100+ initiative, and mandatory ESG disclosure indicators, including GHG emissions. It was delivered to 330 attendees (around 170 were female) from listed companies from Shenzhen and Shanghai Stock Exchanges.
On the following day, the project delivered a session on 'ESG and Alpha in China'. The workshop was delivered to 70 attendees (35 were female) from Chinese asset management companies. The topics covered were ESG and Alpha research, and the presentation of case studies on how to integrate ESG into investment processes. Some of the companies represented were MSCI, China AMC, E-Fund, Harvest Fund, Hwabao WP Fund and BNP Paribas. 
Finally, a PRI representative delivered a panel session on ESG investing as part of the Annual Conference on December 3rd, 2019 to a total number of 330 attendees (around 170 were female). ",Workshops on ESG disclosure and integration,Output 1.1.1 Key individuals (males) trained,Output,2019 Q4,Approved,19-Feb-2021 08:41:36,3814659000000046074,174,In_reported,PRI Association	,China,Component 1: bilateral programme fund
Implementing ESG disclosure and integration for a green and sustainable ‘two-way opening’ of the investment market in China,"More than 1,000 stakeholders (investors, regulators, and policymakers) have attended capacity building sessions delivered by the project. In chronological order: 
(1) Trainings within the framework of the 2018 China SIF Week. 
An ESG disclosure consultation workshop was delivered in Hong Kong on December 4th, 2018, aimed to collect feedback on disclosure indicators and trends from international investors, as well as their views on A-share companies' ESG performance and future regulation. It was a close-door event delivered to 19 international investors (10 female). 
In addition, a PRI representative delivered a panel session as part of the Annual Conference on December 5th, 2018 to a total number of 320 attendees. No information on female participation was provided. The core of the presentation was how mandatory ESG information disclosure improves values of listed companies, and how to integrate ESG factors to realize robust investment in banking, insurance, and asset management sectors. Attendees included government officials, former chairman of National Social Security Fund, financial regulators (insurance and asset management), global and domestic investors, and service providers. 
(2) Direct engagement meeting with the research bureau of PBOC. June 3rd, 2019. 
The research bureau introduced their current work in green finance and the green bond market, while PRI introduced work on ESG in credit rating, ESG information disclosure, and discussed the work of the Network for Greening the Financial System (NGFS). A total of 7 people attended the meeting (5 female).
(3) Close-door workshop for NSSF.  June 3rd 2019
The project team hosted a closed-door workshop for NSSF on the integration of ESG factors in investment and risk management by pension funds, which included discussions on international, international best practices, and research on ESG disclosure in China. A total of 25 people attended this workshop (13 female)
(4) Three training sessions within the framework of the UNEP FI Regional Roundtable. June 5th, 2019
The training sessions provided insights into ESG credit risk and ratings, ESG disclosure in China (the ESG disclosure in China report was presented during the event) and ESG integration in the APAC region. A total of 473 people attended the training sessions. No information on female participation was provided.
(5) Trainings within the framework of the 2019 China SIF Week in Beijing. 
First, the project delivered a training event on 'Investor engagement and Climate Action 100+' to listed companies on December 2nd, 2019. The training focused on the Climate Action 100+ initiative, and mandatory ESG disclosure indicators, including GHG emissions. It was delivered to 330 attendees (around 170 were female) from listed companies from Shenzhen and Shanghai Stock Exchanges.
On the following day, the project delivered a session on 'ESG and Alpha in China'. The workshop was delivered to 70 attendees (35 were female) from Chinese asset management companies. The topics covered were ESG and Alpha research, and the presentation of case studies on how to integrate ESG into investment processes. Some of the companies represented were MSCI, China AMC, E-Fund, Harvest Fund, Hwabao WP Fund and BNP Paribas. 
Finally, a PRI representative delivered a panel session on ESG investing as part of the Annual Conference on December 3rd, 2019 to a total number of 330 attendees (around 170 were female). ",Workshops on ESG disclosure and integration,Output 1.1 Key individuals trained,Output,2019 Q4,Approved,19-Feb-2021 08:41:36,3814659000000046074,1155,In_reported,PRI Association	,China,Component 1: bilateral programme fund
Implementing ESG disclosure and integration for a green and sustainable ‘two-way opening’ of the investment market in China,"More than 1,000 stakeholders (investors, regulators, and policymakers) have attended capacity building sessions delivered by the project. In chronological order: 
(1) Trainings within the framework of the 2018 China SIF Week. 
An ESG disclosure consultation workshop was delivered in Hong Kong on December 4th, 2018, aimed to collect feedback on disclosure indicators and trends from international investors, as well as their views on A-share companies' ESG performance and future regulation. It was a close-door event delivered to 19 international investors (10 female). 
In addition, a PRI representative delivered a panel session as part of the Annual Conference on December 5th, 2018 to a total number of 320 attendees. No information on female participation was provided. The core of the presentation was how mandatory ESG information disclosure improves values of listed companies, and how to integrate ESG factors to realize robust investment in banking, insurance, and asset management sectors. Attendees included government officials, former chairman of National Social Security Fund, financial regulators (insurance and asset management), global and domestic investors, and service providers. 
(2) Direct engagement meeting with the research bureau of PBOC. June 3rd, 2019. 
The research bureau introduced their current work in green finance and the green bond market, while PRI introduced work on ESG in credit rating, ESG information disclosure, and discussed the work of the Network for Greening the Financial System (NGFS). A total of 7 people attended the meeting (5 female).
(3) Close-door workshop for NSSF.  June 3rd 2019
The project team hosted a closed-door workshop for NSSF on the integration of ESG factors in investment and risk management by pension funds, which included discussions on international, international best practices, and research on ESG disclosure in China. A total of 25 people attended this workshop (13 female)
(4) Three training sessions within the framework of the UNEP FI Regional Roundtable. June 5th, 2019
The training sessions provided insights into ESG credit risk and ratings, ESG disclosure in China (the ESG disclosure in China report was presented during the event) and ESG integration in the APAC region. A total of 473 people attended the training sessions. No information on female participation was provided.
(5) Trainings within the framework of the 2019 China SIF Week in Beijing. 
First, the project delivered a training event on 'Investor engagement and Climate Action 100+' to listed companies on December 2nd, 2019. The training focused on the Climate Action 100+ initiative, and mandatory ESG disclosure indicators, including GHG emissions. It was delivered to 330 attendees (around 170 were female) from listed companies from Shenzhen and Shanghai Stock Exchanges.
On the following day, the project delivered a session on 'ESG and Alpha in China'. The workshop was delivered to 70 attendees (35 were female) from Chinese asset management companies. The topics covered were ESG and Alpha research, and the presentation of case studies on how to integrate ESG into investment processes. Some of the companies represented were MSCI, China AMC, E-Fund, Harvest Fund, Hwabao WP Fund and BNP Paribas. 
Finally, a PRI representative delivered a panel session on ESG investing as part of the Annual Conference on December 3rd, 2019 to a total number of 330 attendees (around 170 were female). ",Workshops on ESG disclosure and integration,Output 1.1.1 Key individuals (female prop) trained,Output,2019 Q4,Approved,19-Feb-2021 08:41:36,3814659000000046074,0.5,In_reported,PRI Association	,China,Component 1: bilateral programme fund
Implementing ESG disclosure and integration for a green and sustainable ‘two-way opening’ of the investment market in China,"More than 1,000 stakeholders (investors, regulators, and policymakers) have attended capacity building sessions delivered by the project. In chronological order: 
(1) Trainings within the framework of the 2018 China SIF Week. 
An ESG disclosure consultation workshop was delivered in Hong Kong on December 4th, 2018, aimed to collect feedback on disclosure indicators and trends from international investors, as well as their views on A-share companies' ESG performance and future regulation. It was a close-door event delivered to 19 international investors (10 female). 
In addition, a PRI representative delivered a panel session as part of the Annual Conference on December 5th, 2018 to a total number of 320 attendees. No information on female participation was provided. The core of the presentation was how mandatory ESG information disclosure improves values of listed companies, and how to integrate ESG factors to realize robust investment in banking, insurance, and asset management sectors. Attendees included government officials, former chairman of National Social Security Fund, financial regulators (insurance and asset management), global and domestic investors, and service providers. 
(2) Direct engagement meeting with the research bureau of PBOC. June 3rd, 2019. 
The research bureau introduced their current work in green finance and the green bond market, while PRI introduced work on ESG in credit rating, ESG information disclosure, and discussed the work of the Network for Greening the Financial System (NGFS). A total of 7 people attended the meeting (5 female).
(3) Close-door workshop for NSSF.  June 3rd 2019
The project team hosted a closed-door workshop for NSSF on the integration of ESG factors in investment and risk management by pension funds, which included discussions on international, international best practices, and research on ESG disclosure in China. A total of 25 people attended this workshop (13 female)
(4) Three training sessions within the framework of the UNEP FI Regional Roundtable. June 5th, 2019
The training sessions provided insights into ESG credit risk and ratings, ESG disclosure in China (the ESG disclosure in China report was presented during the event) and ESG integration in the APAC region. A total of 473 people attended the training sessions. No information on female participation was provided.
(5) Trainings within the framework of the 2019 China SIF Week in Beijing. 
First, the project delivered a training event on 'Investor engagement and Climate Action 100+' to listed companies on December 2nd, 2019. The training focused on the Climate Action 100+ initiative, and mandatory ESG disclosure indicators, including GHG emissions. It was delivered to 330 attendees (around 170 were female) from listed companies from Shenzhen and Shanghai Stock Exchanges.
On the following day, the project delivered a session on 'ESG and Alpha in China'. The workshop was delivered to 70 attendees (35 were female) from Chinese asset management companies. The topics covered were ESG and Alpha research, and the presentation of case studies on how to integrate ESG into investment processes. Some of the companies represented were MSCI, China AMC, E-Fund, Harvest Fund, Hwabao WP Fund and BNP Paribas. 
Finally, a PRI representative delivered a panel session on ESG investing as part of the Annual Conference on December 3rd, 2019 to a total number of 330 attendees (around 170 were female). ",Workshops on ESG disclosure and integration,Output 1.2 Person days of training,Output,2019 Q4,Approved,19-Feb-2021 08:41:36,3814659000000046074,577.5,In_reported,PRI Association	,China,Component 1: bilateral programme fund
Building a sustainable and scalable low carbon future in Mexico​,"On September 17th, 2020, the project began the delivery of a pilot open-sourced, Diploma on Green Finance, aimed to improve the knowledge of sustainable finance among relevant actors in the country. The course was delivered between September 17th and October 19th, with an overall duration of 28 hours. 
Out of the 54 applications received by the course, 35 people were accepted (22 female). The training participants were selected for their position at relevant institutions or organizations who were expected to be able to apply their gained knowledge in the short/medium term. Participants to the course belonged to the following institutions: Amdee, Banco Nacional de Comercio Exterior, Banobras, Banorte, The Bank of Mexico, BBVA, BIVA, Carbon Trust, Centro Interdisciplinario de Estudios e Investigaciones sobre Medio Ambiente y Desarrollo (CIIEMAD) -IPN, CKD Infraestructura México, CNBV, Conacyt, Consejo Nacional de Sostenibilidad y Regeneración UMA, Despachos Jurídicos, Ethos Laboratorio Jurídico (Think tank), ITAM, en proceso en Banxico, Procura Regulatory Consulting, Sacromonte Ganuc de México SC, Seguros Monterrey New York Life, SENER, SHCP, UK PACT.
The topics covered by the training were: 
1) Theoretical framework of climate change and economic impacts, major international agreements on SDGs and voluntary initiatives promoted by the international financial community, and fundamentals on sustainable finance. 
2) Conceptual framework of risk analysis, integration of ESG criteria in decision making, methodologies and agreements on ESG risk assessment, and performance of investments incorporating ESG criteria. 
3) Case studies on the incorporation of ESG risk assessments on investments. 
4) Green market trends and key actors, concepts of labelling and certification, and the role of investors, multilateral banks, and regulators within this new market. 
5) Transition and environmental risks, actions to integrate risks analysis into routine decision making, and analysis of available tools in the market. 
The project expects to collect relevant feedback for this pilot course and set it as an example as a comprehensive training on green finance, with the ultimate objective of being integrated into ITAM’s curriculum and thus reach a wider audience interested in the topic.",Diploma in Green Finance,Output 1.1.1 Key individuals (females) trained,Output,2020 Q3,Approved,30-Mar-2021 11:32:08,3814659000000549007,22,In_reported,Climate Bonds Initiative	,Mexico,Component 1: bilateral programme fund
Building a sustainable and scalable low carbon future in Mexico​,"On September 17th, 2020, the project began the delivery of a pilot open-sourced, Diploma on Green Finance, aimed to improve the knowledge of sustainable finance among relevant actors in the country. The course was delivered between September 17th and October 19th, with an overall duration of 28 hours. 
Out of the 54 applications received by the course, 35 people were accepted (22 female). The training participants were selected for their position at relevant institutions or organizations who were expected to be able to apply their gained knowledge in the short/medium term. Participants to the course belonged to the following institutions: Amdee, Banco Nacional de Comercio Exterior, Banobras, Banorte, The Bank of Mexico, BBVA, BIVA, Carbon Trust, Centro Interdisciplinario de Estudios e Investigaciones sobre Medio Ambiente y Desarrollo (CIIEMAD) -IPN, CKD Infraestructura México, CNBV, Conacyt, Consejo Nacional de Sostenibilidad y Regeneración UMA, Despachos Jurídicos, Ethos Laboratorio Jurídico (Think tank), ITAM, en proceso en Banxico, Procura Regulatory Consulting, Sacromonte Ganuc de México SC, Seguros Monterrey New York Life, SENER, SHCP, UK PACT.
The topics covered by the training were: 
1) Theoretical framework of climate change and economic impacts, major international agreements on SDGs and voluntary initiatives promoted by the international financial community, and fundamentals on sustainable finance. 
2) Conceptual framework of risk analysis, integration of ESG criteria in decision making, methodologies and agreements on ESG risk assessment, and performance of investments incorporating ESG criteria. 
3) Case studies on the incorporation of ESG risk assessments on investments. 
4) Green market trends and key actors, concepts of labelling and certification, and the role of investors, multilateral banks, and regulators within this new market. 
5) Transition and environmental risks, actions to integrate risks analysis into routine decision making, and analysis of available tools in the market. 
The project expects to collect relevant feedback for this pilot course and set it as an example as a comprehensive training on green finance, with the ultimate objective of being integrated into ITAM’s curriculum and thus reach a wider audience interested in the topic.",Diploma in Green Finance,Output 1.1.1 Key individuals (unknown) trained,Output,2020 Q3,Approved,30-Mar-2021 11:32:08,3814659000000549007,0,In_reported,Climate Bonds Initiative	,Mexico,Component 1: bilateral programme fund
Building a sustainable and scalable low carbon future in Mexico​,"On September 17th, 2020, the project began the delivery of a pilot open-sourced, Diploma on Green Finance, aimed to improve the knowledge of sustainable finance among relevant actors in the country. The course was delivered between September 17th and October 19th, with an overall duration of 28 hours. 
Out of the 54 applications received by the course, 35 people were accepted (22 female). The training participants were selected for their position at relevant institutions or organizations who were expected to be able to apply their gained knowledge in the short/medium term. Participants to the course belonged to the following institutions: Amdee, Banco Nacional de Comercio Exterior, Banobras, Banorte, The Bank of Mexico, BBVA, BIVA, Carbon Trust, Centro Interdisciplinario de Estudios e Investigaciones sobre Medio Ambiente y Desarrollo (CIIEMAD) -IPN, CKD Infraestructura México, CNBV, Conacyt, Consejo Nacional de Sostenibilidad y Regeneración UMA, Despachos Jurídicos, Ethos Laboratorio Jurídico (Think tank), ITAM, en proceso en Banxico, Procura Regulatory Consulting, Sacromonte Ganuc de México SC, Seguros Monterrey New York Life, SENER, SHCP, UK PACT.
The topics covered by the training were: 
1) Theoretical framework of climate change and economic impacts, major international agreements on SDGs and voluntary initiatives promoted by the international financial community, and fundamentals on sustainable finance. 
2) Conceptual framework of risk analysis, integration of ESG criteria in decision making, methodologies and agreements on ESG risk assessment, and performance of investments incorporating ESG criteria. 
3) Case studies on the incorporation of ESG risk assessments on investments. 
4) Green market trends and key actors, concepts of labelling and certification, and the role of investors, multilateral banks, and regulators within this new market. 
5) Transition and environmental risks, actions to integrate risks analysis into routine decision making, and analysis of available tools in the market. 
The project expects to collect relevant feedback for this pilot course and set it as an example as a comprehensive training on green finance, with the ultimate objective of being integrated into ITAM’s curriculum and thus reach a wider audience interested in the topic.",Diploma in Green Finance,Output 1.1.1 Key individuals (males) trained,Output,2020 Q3,Approved,30-Mar-2021 11:32:08,3814659000000549007,13,In_reported,Climate Bonds Initiative	,Mexico,Component 1: bilateral programme fund
Building a sustainable and scalable low carbon future in Mexico​,"On September 17th, 2020, the project began the delivery of a pilot open-sourced, Diploma on Green Finance, aimed to improve the knowledge of sustainable finance among relevant actors in the country. The course was delivered between September 17th and October 19th, with an overall duration of 28 hours. 
Out of the 54 applications received by the course, 35 people were accepted (22 female). The training participants were selected for their position at relevant institutions or organizations who were expected to be able to apply their gained knowledge in the short/medium term. Participants to the course belonged to the following institutions: Amdee, Banco Nacional de Comercio Exterior, Banobras, Banorte, The Bank of Mexico, BBVA, BIVA, Carbon Trust, Centro Interdisciplinario de Estudios e Investigaciones sobre Medio Ambiente y Desarrollo (CIIEMAD) -IPN, CKD Infraestructura México, CNBV, Conacyt, Consejo Nacional de Sostenibilidad y Regeneración UMA, Despachos Jurídicos, Ethos Laboratorio Jurídico (Think tank), ITAM, en proceso en Banxico, Procura Regulatory Consulting, Sacromonte Ganuc de México SC, Seguros Monterrey New York Life, SENER, SHCP, UK PACT.
The topics covered by the training were: 
1) Theoretical framework of climate change and economic impacts, major international agreements on SDGs and voluntary initiatives promoted by the international financial community, and fundamentals on sustainable finance. 
2) Conceptual framework of risk analysis, integration of ESG criteria in decision making, methodologies and agreements on ESG risk assessment, and performance of investments incorporating ESG criteria. 
3) Case studies on the incorporation of ESG risk assessments on investments. 
4) Green market trends and key actors, concepts of labelling and certification, and the role of investors, multilateral banks, and regulators within this new market. 
5) Transition and environmental risks, actions to integrate risks analysis into routine decision making, and analysis of available tools in the market. 
The project expects to collect relevant feedback for this pilot course and set it as an example as a comprehensive training on green finance, with the ultimate objective of being integrated into ITAM’s curriculum and thus reach a wider audience interested in the topic.",Diploma in Green Finance,Output 1.1 Key individuals trained,Output,2020 Q3,Approved,30-Mar-2021 11:32:08,3814659000000549007,35,In_reported,Climate Bonds Initiative	,Mexico,Component 1: bilateral programme fund
Building a sustainable and scalable low carbon future in Mexico​,"On September 17th, 2020, the project began the delivery of a pilot open-sourced, Diploma on Green Finance, aimed to improve the knowledge of sustainable finance among relevant actors in the country. The course was delivered between September 17th and October 19th, with an overall duration of 28 hours. 
Out of the 54 applications received by the course, 35 people were accepted (22 female). The training participants were selected for their position at relevant institutions or organizations who were expected to be able to apply their gained knowledge in the short/medium term. Participants to the course belonged to the following institutions: Amdee, Banco Nacional de Comercio Exterior, Banobras, Banorte, The Bank of Mexico, BBVA, BIVA, Carbon Trust, Centro Interdisciplinario de Estudios e Investigaciones sobre Medio Ambiente y Desarrollo (CIIEMAD) -IPN, CKD Infraestructura México, CNBV, Conacyt, Consejo Nacional de Sostenibilidad y Regeneración UMA, Despachos Jurídicos, Ethos Laboratorio Jurídico (Think tank), ITAM, en proceso en Banxico, Procura Regulatory Consulting, Sacromonte Ganuc de México SC, Seguros Monterrey New York Life, SENER, SHCP, UK PACT.
The topics covered by the training were: 
1) Theoretical framework of climate change and economic impacts, major international agreements on SDGs and voluntary initiatives promoted by the international financial community, and fundamentals on sustainable finance. 
2) Conceptual framework of risk analysis, integration of ESG criteria in decision making, methodologies and agreements on ESG risk assessment, and performance of investments incorporating ESG criteria. 
3) Case studies on the incorporation of ESG risk assessments on investments. 
4) Green market trends and key actors, concepts of labelling and certification, and the role of investors, multilateral banks, and regulators within this new market. 
5) Transition and environmental risks, actions to integrate risks analysis into routine decision making, and analysis of available tools in the market. 
The project expects to collect relevant feedback for this pilot course and set it as an example as a comprehensive training on green finance, with the ultimate objective of being integrated into ITAM’s curriculum and thus reach a wider audience interested in the topic.",Diploma in Green Finance,Output 1.1.1 Key individuals (female prop) trained,Output,2020 Q3,Approved,30-Mar-2021 11:32:08,3814659000000549007,0.6,In_reported,Climate Bonds Initiative	,Mexico,Component 1: bilateral programme fund
Building a sustainable and scalable low carbon future in Mexico​,"On September 17th, 2020, the project began the delivery of a pilot open-sourced, Diploma on Green Finance, aimed to improve the knowledge of sustainable finance among relevant actors in the country. The course was delivered between September 17th and October 19th, with an overall duration of 28 hours. 
Out of the 54 applications received by the course, 35 people were accepted (22 female). The training participants were selected for their position at relevant institutions or organizations who were expected to be able to apply their gained knowledge in the short/medium term. Participants to the course belonged to the following institutions: Amdee, Banco Nacional de Comercio Exterior, Banobras, Banorte, The Bank of Mexico, BBVA, BIVA, Carbon Trust, Centro Interdisciplinario de Estudios e Investigaciones sobre Medio Ambiente y Desarrollo (CIIEMAD) -IPN, CKD Infraestructura México, CNBV, Conacyt, Consejo Nacional de Sostenibilidad y Regeneración UMA, Despachos Jurídicos, Ethos Laboratorio Jurídico (Think tank), ITAM, en proceso en Banxico, Procura Regulatory Consulting, Sacromonte Ganuc de México SC, Seguros Monterrey New York Life, SENER, SHCP, UK PACT.
The topics covered by the training were: 
1) Theoretical framework of climate change and economic impacts, major international agreements on SDGs and voluntary initiatives promoted by the international financial community, and fundamentals on sustainable finance. 
2) Conceptual framework of risk analysis, integration of ESG criteria in decision making, methodologies and agreements on ESG risk assessment, and performance of investments incorporating ESG criteria. 
3) Case studies on the incorporation of ESG risk assessments on investments. 
4) Green market trends and key actors, concepts of labelling and certification, and the role of investors, multilateral banks, and regulators within this new market. 
5) Transition and environmental risks, actions to integrate risks analysis into routine decision making, and analysis of available tools in the market. 
The project expects to collect relevant feedback for this pilot course and set it as an example as a comprehensive training on green finance, with the ultimate objective of being integrated into ITAM’s curriculum and thus reach a wider audience interested in the topic.",Diploma in Green Finance,Output 1.2 Person days of training,Output,2020 Q3,Approved,30-Mar-2021 11:32:08,3814659000000549007,122.5,In_reported,Climate Bonds Initiative	,Mexico,Component 1: bilateral programme fund
Capacity Building for Chinese Financial Institutions on Climate Transition Risk Methodologies,"The project successfully hosted a 90-minutes webinar on 3rd June 2020 to introduce climate transition risks assessment methodology and tools to Chinese financial institutions. Besides Carbon Trust experts, the project also invited Dr. SUN Tianyin, a scholar in Tsinghua University, to attend the webinar and introduced the first locally designed climate transition risks assessment tool that was designed by his team. Over 110 participants dialled in to the webinar, including representatives from leading commercial banks, asset management companies, as well as central and policy banks, who explicitly expressed interest but requested to keep a low profile. The event lasted half a day, and no information on the gender of the attendees was provided. 
In addition to the webinar, the project has also been holding short trainings (1 hour each) with representatives of key financial institutions in order to conduct project interviews in a more efficient way. The stakeholders with whom formal conversations were established are: 
ICBC, Mrs. YIN Hong; CIB, Mrs. CHEN Quan; Bank of Jiangsu, Mr. WANG Lei; China Agriculture Development Bank (CADB), Mr. CHEN Yulin, Mr. Li Ang,  and Mrs. HUA Yi; UNPRI China office, Mrs. LUO Nan, Mrs. AI Wen, Dr. SUN Tianyin (the leading expert on climate transition risks in Tsinghua University), and Mrs. ZHOU Rong (a leading environment expert in engaging with commercial banks, a current consultant at IFC); China Development Bank, Mr. WANG Weihua; Industrial Bank Research Group, Ms. QIAN Lihua; and Maanshan Rural Commercial Bank, Ms. WANG Yan. Around 64% are females. 
Their feedbacks and questions were all fed into the webinar and improved the effectiveness of the large capacity building session too.",Training of Chinese financial institutions,Output 1.1.1 Key individuals (females) trained,Output,2020 Q2,Approved,22-Apr-2021 16:01:04,3814659000000516015,0,In_reported,Carbon Trust,China,Component 1: bilateral programme fund
Capacity Building for Chinese Financial Institutions on Climate Transition Risk Methodologies,"The project successfully hosted a 90-minutes webinar on 3rd June 2020 to introduce climate transition risks assessment methodology and tools to Chinese financial institutions. Besides Carbon Trust experts, the project also invited Dr. SUN Tianyin, a scholar in Tsinghua University, to attend the webinar and introduced the first locally designed climate transition risks assessment tool that was designed by his team. Over 110 participants dialled in to the webinar, including representatives from leading commercial banks, asset management companies, as well as central and policy banks, who explicitly expressed interest but requested to keep a low profile. The event lasted half a day, and no information on the gender of the attendees was provided. 
In addition to the webinar, the project has also been holding short trainings (1 hour each) with representatives of key financial institutions in order to conduct project interviews in a more efficient way. The stakeholders with whom formal conversations were established are: 
ICBC, Mrs. YIN Hong; CIB, Mrs. CHEN Quan; Bank of Jiangsu, Mr. WANG Lei; China Agriculture Development Bank (CADB), Mr. CHEN Yulin, Mr. Li Ang,  and Mrs. HUA Yi; UNPRI China office, Mrs. LUO Nan, Mrs. AI Wen, Dr. SUN Tianyin (the leading expert on climate transition risks in Tsinghua University), and Mrs. ZHOU Rong (a leading environment expert in engaging with commercial banks, a current consultant at IFC); China Development Bank, Mr. WANG Weihua; Industrial Bank Research Group, Ms. QIAN Lihua; and Maanshan Rural Commercial Bank, Ms. WANG Yan. Around 64% are females. 
Their feedbacks and questions were all fed into the webinar and improved the effectiveness of the large capacity building session too.",Training of Chinese financial institutions,Output 1.1.1 Key individuals (unknown) trained,Output,2020 Q2,Approved,22-Apr-2021 16:01:04,3814659000000516015,110,In_reported,Carbon Trust,China,Component 1: bilateral programme fund
