"","Project","Description_new","Result_Title","Indicator","type_result","Quarter_reported","Status","Modified_Time","ID","count","Type","Description","Project.Lot","Project.Start_Date","Quarter_expected","Was_expected","Element","Sort","Implementor","Country","component","ID_Project","Project_QA"
"823","Building Capacity and an Action Plan to Scale up Transjakarta E buses",NA,"Capacity building on e-bus deployment","Output 1. 'Training of key actors'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will consist of two workshops, one for Transjakarta and one bus operators on e-bus deployment planning and procurement. ITDP will encourage knowledge and experience sharing from transit providers and local governments who have deployed electric buses in their public transport fleet for Transjakarta and other beneficiaries. The output aims to ensure beneficiaries have the knowledge and capacity to be able to deliver and further leverage the action plans beyond the timeframe of this technical assistance project. The output also aims to disseminate to other cities in Indonesia the knowledge and experience of e-bus implementation in Jakarta. This output is planned for the fourth quarter of the project. The number of participating organisations will be confirmed previous the starting of the workshops.
","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 1: Skills enhanced",1,"Institute for Transportation & Development Policy","Indonesia","Component 2: green challenge fund","3814659000000772087","Yes"
"824","Building Capacity and an Action Plan to Scale up Transjakarta E buses",NA,"Toolkit on e-bus adoption","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will entail the creation of a toolkit on e-bus adoption and disseminate it to other cities in Indonesia by conducting workshops with city government and local public transport operators. The Ministry of Transport will help disseminate the toolkit to other cities under their public transport reform programme. 
","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Institute for Transportation & Development Policy","Indonesia","Component 2: green challenge fund","3814659000000772087","Yes"
"825","Institutional Capacity Building Framework Program to accelerate adoption of electric mobility in public transport in India",NA,"Kakinada Electric Mobility Network (KEMN) developed","Output 4. 'Network created/strenghtened'",NA,NA,"Not reported yet",NA,NA,0,NA,"A KEMN app will provide information on green mobility, provide a group chat facility, feature visual media associated with green mobility and periodically host quick tests of knowledge of the science behind green mobility, the extent of adoption world-wide and the range of products available in the market. The app seeks to create at least, a 1000-user community of those who are committed to green mobility technology over the long term.","Component 2: green challenge fund","01-Feb-2021","2021 Q4",TRUE,"Output 4: Networks created and strengthened",4,"Research Triangle Institute Global India Private Limited","India","Component 2: green challenge fund","3814659000000773069","Yes"
"826","Technical assistance for developing sustainable energy access strategies in Mexico ",NA,"Energy Access Program consisting of stakeholder meetings and handbook to implement energy access strategies (focused on design, technical and financial barriers, and funding)","Output 2.3. 'Project application/ tools developed to access funds'",NA,NA,"Not reported yet",NA,NA,0,NA,"Energy Access Program that consists of two tiers. (1) 15 potential investor (private sector) meetings to achieve a pipeline to government funding in each state (Puebla, Veracruz, and Yucatán). 45 meetings in total. (2) A handbook will be developed, shared, and used by public and private actors as a tool to identify available funds to develop a strategy for energy access programs with private and public resources. ","Component 1: bilateral programme fund","01-Mar-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"Ilumexico (Eres Energía Renovable SAPI de CV) ","Mexico","Component 1: bilateral programme fund","3814659000000896019","Yes"
"827","Landscape conservation and livelihood restoration in the Mexican ejidal altiplano: the case of Apan, Hidalgo.",NA,"Recommendations on actions based on prioritized nature bases solutions for climate change adaptation and mitigation strategies in Apan.","Output 2.2. 'Recommendation proposed for other actions'",NA,NA,"Not reported yet",NA,NA,0,NA,"Recommendations on actions for water treatment, waste management, and responsable land use for agriculture based on prioritization of nature-based solutions for climate change adaptation and mitigation in Apan.","Component 1: bilateral programme fund","04-Mar-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"Eetestudio  (Espacio entre tiempo estudio SA de CV)","Mexico","Component 1: bilateral programme fund","3814659000000896067","Yes"
"828","Technical assistance for the implementation of emergent design for active mobility and public space",NA,"Technical reviews of local government projects on emerging infrastructure for active mobility or public space.","Output 2.2. 'Recommendation proposed for other actions'",NA,NA,"Not reported yet",NA,NA,0,NA,"5 technical reviews of local government projects (3 for each one of the local governments). Decision makers from 15 local governments will use the recommendations to improve the planning, implementation, operation, and evaluation of a project on emerging infrastructure for active mobility or public space.  
","Component 1: bilateral programme fund","10-Mar-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"Bikencity  (Bikencity S.C)","Mexico","Component 1: bilateral programme fund","3814659000000896107","Yes"
"829","Technical assistance for the implementation of emergent design for active mobility and public space",NA,"Guide with identification and analysis of municipal resources available for potential projects in active mobility and public space","Output 2.3. 'Project application/ tools developed to access funds'",NA,NA,"Not reported yet",NA,NA,0,NA,"Guide detailing criteria for selection, identification, and analysis of municipal resources available for potential projects in active mobility and public space in target cities.","Component 1: bilateral programme fund","10-Mar-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"Bikencity  (Bikencity S.C)","Mexico","Component 1: bilateral programme fund","3814659000000896107","Yes"
"830","Consolidation of the Mexican Climate Finance Hub - mobilizing resources to mitigation and adaptation activities and achieve Mexico´s emission reduction goals",NA,"Recommendations report on the process of supporting the Comité de Finanzas Sostenibles in the design of a National Taxonomy, risk evaluation scenarios, and improving ESG disclosure","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"Continuous participation at Banco de Mexico's Comité de Finanzas Sostenibles, providing input for the formation of working groups, dissemination of best practices with 2 workshops on international experiences on taxonomies and design of a public policy exhaustive report on improvement of ESG disclosure. These activities aim to develop the market infrastructure needed to mobilize capital towards green initiatives and catalyze both public and private responsible investment. The Progress report 1 will focus on Elements and Existing Efforts: this issue will include a proposal for 1) the definition of the key elements and scope for the local taxonomy, 2) processes that ensure the development of the taxonomy is well supported and is widely accepted, 3) lessons learnt and best practices to assure international compatibility, 4) incorporation of national efforts in the design of local taxonomies and standards, 5) identification of opportunities, barriers and progress of late works that may contribute to the design of the taxonomy.","Component 1: bilateral programme fund","31-Mar-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"MexiCO2","Mexico","Component 1: bilateral programme fund","3814659000000896163","Yes"
"831","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA,"Establishment of the eThekwini Municipality Hydrogen Economy Final Report : recommendations chapter","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"eThekwini municipality adopted the ""eThekwini Integrated Resource Plan"" in 2019 which recommended that hydrogen must be investigated and where necessary support commercial deployment and lead pilot projects. We will produce a list of action items at the end of the final report to ensure that the resources and support that is required for the establishment of the hydrogen economy are identified. Strategic target areas will be identified for the eThekwini municipality to undertake upon project completion. These action items will be broken down into levels of difficulty and will be categorized to provide the municipality with a clear pathway. For example, categorizations could be broken down as follows: policy management, capacity building, funding and investment and technology solutions. This is needed as the eThekwini municipality Energy Office  cannot be expected to synthesize the technical information presented in the final report and during the project duration, into tangible outcomes. Having the information distilled into an easy to use format that is broken down into activities, will increase the likelihood of the eThekwini municipality energy office taking the action items forward.
","Component 1: bilateral programme fund","01-Jul-2021","2022 Q1",TRUE,"Output 2: Recommendations proposed",2,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"832","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA,"Establishment of the eThekwini municipality hydrogen economy report : Chapter 2: hydrogen supply chain infrastructure, chapter 3 : identifying potential hydrigen export hubs, chapter 4: hydrogen precincts and regions","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"These individual chapters, hydrogen supply chain infrastructure, identifying potential hydrogen export hubs, hydrogen precincts and regions will explore  supply and demand of hydrogen production and also explore which hydrogen technology can be utilized and under which economic sector (e.g. power generation, transport, industry). GHG emissions reduction will be explored as well as infrastructure requirements. This information will allow the Municipality to make informed decisions in the hydrogen space.
","Component 1: bilateral programme fund","01-Jul-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"833","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA,"Lesson learnt memo","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"Capture the lessons learnt from the project process through conducting lessons learnt workshops with all project key stakeholders (project  team, eThekwini municipality energy office and agreed upon other stakeholders that might be relevant to include). The aim of the capturing the lessons learnt through the project delivery is to ensure that knowledge is not lost and is rather captured and made accessible publicly to future stakeholders that might want to conduct similar or related activities. This will also lead to upskilling and capacity building the project stakeholders who will be able to improve processes and efficiencies going forward.
","Component 1: bilateral programme fund","01-Jul-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"834","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA,"Lessons learnt workshop","Output 3.2. 'Communication product disseminated'",NA,NA,"Not reported yet",NA,NA,0,NA,"There will be knowledge sharing activities during lessons learnt workshops conducted, targeted at eThekwini municipality energy office and key stakeholders ( project team,  UKPACT South Africa, eThekwini Municipality). It is critical to gain buy-in from both public and private sector to ensure the project sustainability as participants need to be empowered through knowledge to take the steps required to ensure that momentum is not lost beyond the project conclusion. A memo will collate all the findings from the workshop and this will be published on the eThekwini Municipality's website and will be publically accessible. 
","Component 1: bilateral programme fund","01-Jul-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"835","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA,"Hydrogen roadmap concept video creation","Output 3.2. 'Communication product disseminated'",NA,NA,"Not reported yet",NA,NA,0,NA,"Project summary marketing video to engage with the public and private sector to attract investment . This will be approximately 3 minutes long and likely published on social media and eThekwini's website. This will allow the hydrogen roadmap to garner strategic investment and public buy-in. The video will distil the project information into a concise format easily understood and digestible by non-specialist decision makers and will allow the project outputs to be easily disseminated.We will allow for 2 iterations of video drafts before launching final version.
","Component 1: bilateral programme fund","01-Jul-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"836","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA,"Stakeholder engagement and GESI plan","Output 3.2. 'Communication product disseminated'",NA,NA,"Not reported yet",NA,NA,0,NA,"""The main purpose of the Stakeholder Engagement Plan is to develop working relationships with each relevant project stakeholder, and to support the achievement of long-lasting, sustainable and more equitable outcomes, in particular the inclusion of GESI (Gender Equality and Social inclusion) considerations into new opportunities for growth.  The plan will ensure that members of the communities and stakeholders are adequately informed and are aware of communication channels should they have any complaints, issues, questions or comments. The plan will also include the processes for ongoing consultation and the mitigation and management actions. Engagement will be undertaken throughout the life of the Project. The Plan will be a key mechanism to provide recommendations on the achievement of the project social performance outcome which is to build Gender Equality and Social Inclusion (GESI) into new opportunities for growth. 

The stakeholder and GESI analysis will provide the basis to develop an appropriate stakeholder engagement plan. Engagement methods will be shaped by potential level of impact and interest experienced by different stakeholder groups, with higher levels of impact generally correlated with deeper levels of engagement. We propose several activities to inform, consult, involve or collaborate with key stakeholders, which will different depending on stakeholder group (e.g.: public hearings, questionnaire's, interviews, focus groups, workshops). The content and topics to be covered in each stakeholder engagement will be developed based on the insights from the literature review and stakeholders and GESI analysis.  ""
","Component 1: bilateral programme fund","01-Jul-2021","2021 Q3",TRUE,"Output 3: Knowledge generated and disseminated",3,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"837","ETHEKWINI REGIONAL HYDROGEN ECONOMY STUDY ",NA," Municipality stakeholder engagements","Output 4. 'Network created/strenghtened'",NA,NA,"Not reported yet",NA,NA,0,NA,"""These engagements will help determine key interests, opportunities, drivers, technology preferences, barriers and mechanisms for further investment in the hydrogen economy. Stakeholders identified and contacted will be willing to engage in questionnaires, workshops or private meetings . 

Arup will have 3 public engagements : 

1. Status quo of hydrogen in relation to eThekwini region 
First engagement event ( Status quo) :After the first quarter the project will be well underway and preliminary findings can be presented from information extracted from stakeholders’ online questionnaires and private meetings including other information collated during the literature review. 

2. Present proposed strategy and project progress 
Second engagement ( Strategy): As the project is nearing conclusion more detailed findings around the project strategy can be presented.   We will be into the new year and any developments or key findings can be presented.

3 Present overall project key findings. 
Once the project is concluded summary of key outcomes can be presented. If the hydrogen roadmap concept video is created at this stage this can also be presented. ""
","Component 1: bilateral programme fund","01-Jul-2021","2022 Q4",TRUE,"Output 4: Networks created and strengthened",4,"Arup","South Africa","Component 1: bilateral programme fund","3814659000001364059","No"
"838","Development of an EV Financing Tool and Business Model to Enable the Scaling up of EV Uptake",NA,"Provision of business support services for MSMEs on the development of suitable business cases for the adoption, transition or scaling up of EVs in their businesses","Output 2.2. 'Recommendation proposed for other actions'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output involves the provision of business support services to selected MSMEs on the development of suitable business cases for the adoption, transition or scaling up of EVs in their businesses. A selection of up to 30 MSMEs including at least 10 Women Entrepreneurs are planned to be supported under this output. The business support services will allow MSMEs to develop and scale their business models incorporating EV-based and EV-enabled solutions and services. This output will consist of six reports delivered monthly starting at the end of July. The reports will be delivered as a word and pdf document.
","Component 2: green challenge fund","01-Feb-2021","2022 Q1",TRUE,"Output 2: Recommendations proposed",2,"Ricardo Energy and Environment","Bangladesh","Component 2: green challenge fund","3814659000000772047","Yes"
"839","Development of an EV Financing Tool and Business Model to Enable the Scaling up of EV Uptake",NA,"GESI and Women Entrepreneur Engagement Report","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will be a continuous activity that will embed GESI considerations, provide direct engagement and training to MSMEs selected. It will sensitise FIs, MaaS providers, and other programme beneficiaries on GESI issues, and will deliver business orientation training for Women Entrepreneurs (WEs) on business models. The activities undertaken as a part of this output would be presented in a GESI and Women Entrepreneur Engagement Report that would be published every quarter and shared with the project beneficiaries for collective learning and identification of any best practices. The report will be delivered as a Word and pdf document.
","Component 2: green challenge fund","01-Feb-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Ricardo Energy and Environment","Bangladesh","Component 2: green challenge fund","3814659000000772047","Yes"
"840","Action Plan for Electrification of Two Wheelers in Jakarta",NA,"Action plan for electrification of ride hailing motorcycle in Jakarta","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will produce a roadmap and timetable document for electrifying ride-hailing motorcycles in Jakarta. The document includes e-motorcycle scenarios, policy barriers and recommendations, charging infrastructure, financial and business model and grid supply plan developed with the State Power Company (PLN). It aims for the city government to use the output to prepare the regulation and supporting policies needed, as well as, ensure alignment between supporting infrastructure provision and fleet deployment.
The output will take the form of a series of documents (pdf format) that will be produced as milestones:
1. Document with the overall current motorcycle ride hailing service and operation data including passenger’s perception on its services and issues raised by drivers. 
2. Document of best practice from other cities around the world regarding their effort to electrify motorcycles and 3-wheelers including incentives given, commitment from the government, localisation rate of vehicle component policy, and supporting policies. 
3. Roadmap and timetable document of motorcycle electrification of a ride hailing operator (Grab or Gojek).
4. Environmental, social, and economic benefit analysis document.","Component 2: green challenge fund","15-Feb-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"Institute for Transportation & Development Policy","Indonesia","Component 2: green challenge fund","3814659000000772143","Yes"
"841","Action Plan for Electrification of Two Wheelers in Jakarta",NA,"TCO and environmental benefit calculation tool development","Output 2.3. 'Project application/ tools developed to access funds'",NA,NA,"Not reported yet",NA,NA,0,NA,"A calculation tool will be developed with stakeholders to project the benefits of electrification and calculate TCO. The output is important as it will be used for ride-hailing operators to set phases, create timetables, and prepare the mechanisms and investments needed to electrify their fleets. 
It is expected that other cities could utilise the calculation tool. ","Component 2: green challenge fund","15-Feb-2021","2021 Q4",TRUE,"Output 2: Recommendations proposed",2,"Institute for Transportation & Development Policy","Indonesia","Component 2: green challenge fund","3814659000000772143","Yes"
"842","Action Plan for Electrification of Two Wheelers in Jakarta",NA,"Electric two-wheeler supporting policy and e-mobility policy","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will conduct a review on the current national and local transport, energy, and environmental planning documents and other relevant policies. It aims to produce a draft policy or a policy recommendation document to remove barriers and support e-motorcycle deployment by ride hailing operators, including a recommendation on the establishment of a local e-mobility task force and its working mechanisms.
The document will mainly benefit the policymakers, both on city- and national-level, as a reference document to develop a policy package in support of motorcycle ride-hailing fleet electrification.","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 2: Recommendations proposed",2,"Institute for Transportation & Development Policy","Indonesia","Component 2: green challenge fund","3814659000000772143","Yes"
"843","Action Plan for Electrification of Two Wheelers in Jakarta",NA,"Complete street design guideline accommodating e-motorcycle uptake","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output aims to develop a guideline in response to e-motorcycles adoption focusing on road safety and accessibility for marginalised communities. The main beneficiaries will be the Jakarta Transport Agency, Jakarta Public Works Agency, and BPTJ. Also, the guideline aims to help to redesign inclusive streets in the Greater Jakarta Area so they can accommodate e-motorcycle as a new road user segment. This output seeks to help other cities and the national government to adopt the recommendations by considering their local contexts.","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 2: Recommendations proposed",2,"Institute for Transportation & Development Policy","Indonesia","Component 2: green challenge fund","3814659000000772143","Yes"
"844","Institutional Capacity Building Framework Program to accelerate adoption of electric mobility in public transport in India",NA,"Feasibility Plan for E-Buses in Kakinada","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will assess the electric bus adoption policies and programmes, develop a business structure and operating models in Kakinada. This output will require extensive interaction with stakeholders, as it will provide an overview of  the following:
1. Assessment of the current bus regulations and operations mechanisms for state and cities. 
2. State and city level electric bus adoption policy and programme. 
3. Existing data validation on the identified city routes and support infrastructure.
4. Business, operating and implementation plan, including, social and economic benefits, best practices to create, operate and implement state city level electric buses, and overview of social and economic benefits. The report will be delivered as a word and pdf document.","Component 2: green challenge fund","01-Feb-2021","2021 Q3",TRUE,"Output 2: Recommendations proposed",2,"Research Triangle Institute Global India Private Limited","India","Component 2: green challenge fund","3814659000000773069","Yes"
"845","Institutional Capacity Building Framework Program to accelerate adoption of electric mobility in public transport in India",NA,"Capacity Development of Power Sector Stakeholders","Output 1. 'Training of key actors'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will focus on developing and delivering a dedicated training module to review international best practices and customise them for local policy, regulatory and technical context. The output will provide a mini training to understand the context and level of knowledge in the beneficiary stakeholders (engineers and officials from local distribution companies, contractors, regulatory commission and energy department). The training will consists in two classroom sessions for 25-30 number per session of targeted audiences. This output seeks to actively participate in Kakinada Electric Mobility Network (KEMN) activities.","Component 2: green challenge fund","01-Feb-2021","2021 Q4",TRUE,"Output 1: Skills enhanced",1,"Research Triangle Institute Global India Private Limited","India","Component 2: green challenge fund","3814659000000773069","Yes"
"846","Institutional Capacity Building Framework Program to accelerate adoption of electric mobility in public transport in India",NA,"Capacity Development of Banking and Financial Institutions","Output 1. 'Training of key actors'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will focus on developing and delivering a dedicated training module for stakeholders in the financial industry to enable them to efficiently provide capital for investments in electric vehicles and charging infrastructure. The training program will focus on sensitising financial industry participants (officials from local banks, financial institutions and Non-bank financing companies, financial advisers, insurance companies) to the technical, operational and commercial aspects of electric vehicles. This will ensure lower cost of capital and efficient processing of proposals for businesses wanting to invest in the space. It is planned to be delivered during two classroom sessions for 25-30 number of targeted audiences per session.","Component 2: green challenge fund","01-Feb-2021","2021 Q4",TRUE,"Output 1: Skills enhanced",1,"Research Triangle Institute Global India Private Limited","India","Component 2: green challenge fund","3814659000000773069","Yes"
"847","Institutional Capacity Building Framework Program to accelerate adoption of electric mobility in public transport in India",NA,"Capacity Building of State and City Officials ","Output 1. 'Training of key actors'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will focus on a training module for city official. It will consist of 6 working days sessions for 30 State and City Officials. The course will cover products and technologies available for adoption in India; Best practices in regulation of operations and financing options for electric auto rickshaws and buses; OEMs products of e-auto rickshaws; OEMs products of buses; interaction with private operations service providers and their business models and contracting experts on learning’s from the RFPs, O&M, Concession Agreements.","Component 2: green challenge fund","01-Feb-2021","2021 Q4",TRUE,"Output 1: Skills enhanced",1,"Research Triangle Institute Global India Private Limited","India","Component 2: green challenge fund","3814659000000773069","Yes"
"848","Strategy and Action Plan for Electrification of Public Transport and Intermediate Public Transport in the Indian Cities",NA,"Bus/IPT Electrification Strategy and Action Plan for Ahmedabad","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output aims to present an Electrification Strategy and Action plan for Ahmedabad until 2026. Alternative electric scenarios will be presented as a result of the Diagnostic Report and discussions with the city and state level agencies. The evaluation of these scenarios will help to define future electrification strategy for PT/IPT, including strategies to improve accessibility of public transport for low income groups and women. In addition, the Action Plan will present a monitoring and evaluation framework for the project so that the outcome could be monitored over the next five years.","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 2: Recommendations proposed",2,"CEPT Research and Development Foundation","India","Component 2: green challenge fund","3814659000000773153","Yes"
"849","Strategy and Action Plan for Electrification of Public Transport and Intermediate Public Transport in the Indian Cities",NA,"Bus/IPT Electrification Strategy and Action Plan for Mehsana","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output aims to present an Electrification Strategy and Action plan for Mehsana until 2026. Alternative electric scenarios will be presented as a result of the Diagnostic Report and discussions with the city and state level agencies. The evaluation of these scenarios will help to define future electrification strategy for PT/IPT, including strategies to improve accessibility of public transport for low income groups and women. In addition, the Action Plan will present a monitoring and evaluation framework for the project so that the outcome could be monitored over the next five years.","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 2: Recommendations proposed",2,"CEPT Research and Development Foundation","India","Component 2: green challenge fund","3814659000000773153","Yes"
"850","Strategy and Action Plan for Electrification of Public Transport and Intermediate Public Transport in the Indian Cities",NA,"Website and conference presentations","Output 3.2. 'Communication product disseminated'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output will create a website for communication and dissemination of the project outputs. As part of the website, a number of research papers dealing with different aspects of the project (policy, survey design and analysis, stakeholder engagements and consultations) will be prepared and presented at a series of conferences (the exact number of papers is TBC depending on the areas of learning from the project). The aim of the reasearch papers and the conference presentation is wider dissemination of the project outcomes.","Component 2: green challenge fund","15-Feb-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"CEPT Research and Development Foundation","India","Component 2: green challenge fund","3814659000000773153","Yes"
"851","Closing the gap on sustainable finance and enabling green recovery through capacity building in CDP’s TCFD aligned disclosures and the GRI standards (Indonesia, Thailand)",NA,"Report on the readiness and capacity needs of corporates and FIs in Indonesia and Thailand to disclose to national and international climate risk standards","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output is a report on the readiness and capacity needs of corporates and FIs in Indonesia and Thailand. The report will be comprised of two aspects. Firstly a policy review of the current state of sustainable finance in Indonesia. This will include an alignment map of CDP’s TCFD-aligned reporting and GRI standards to BAPPNEAS’ SDG Action Plan and Indonesia’s sustainable finance regulation POJK 51/03/2017 to demonstrate alignment of international standards to local policies.  Secondly, partners will work with SET and ICSA in Indonesia to understand the current capacity of beneficiaries to respond under CDP’s TCFD-aligned reporting and GRI standards and identify specific training needs. These assessments will be conducted through baseline surveys designed in consultation with SET and ICSA.","Component 2: green challenge fund","15-Feb-2021","2021 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"CDP WORLDWIDE","Multi-country","Component 2: green challenge fund","3814659000000789023","Yes"
"852","Greening Agri Finance in Brazil, mainstreaming low carbon and gender inclusive interventions in Plano Safra to transform Brazil’s agriculture and livestock sectors",NA,"Diagnostic report on Plano Safra’s disbursement procedures, current disbursement pattern (region, sub-sector, player, scale), and future baseline projections","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"Directly relevant for primary and secondary beneficiaries, the diagnostic of Plano Safra’s current status and baseline perspective uses public statistics at federal and state levels; individual bank figures; literature review; and interviews with MAPA, Central Bank, key individuals in banks, specialist NGOs, representatives of agricultural loan takers’, and representatives of women-indigenous-marginalised groups. These inputs will provide a clear view of disbursement and diligence procedures; a characterisation of current disbursements in terms of destination, audience, and use; and perspectives on the factors (barriers) limiting the plan’s socio-environmental impact. They will also contribute to the development of a quantitative (baseline) projection of Plano Safra’s future disbursements.","Component 2: green challenge fund","17-Feb-2021","2021 Q2",TRUE,"Output 3: Knowledge generated and disseminated",3,"Carbon Trust ","Brazil","Component 2: green challenge fund","3814659000000789035","Yes"
"853","Greening Agri Finance in Brazil, mainstreaming low carbon and gender inclusive interventions in Plano Safra to transform Brazil’s agriculture and livestock sectors",NA,"Roadmap for the incorporation of socio-environmental metrics in Plano Safra in consensus with relevant players based on selected metrics, their achievability and evidence-based additionality","Output 2.1. 'Recommendation proposed for policy/legislation'",NA,NA,"Not reported yet",NA,NA,0,NA,"The roadmap for the incorporation of socio-environmental metrics in Plano Safra builds on the quantitative projections of Plano Safra’s future disbursements delivered in output 1, and delivers a plan for the inclusion of a selected socio-environmental metrics in loan appraisal and disbursement processes and an alternative scenario projection of the impact achievable by doing so.","Component 2: green challenge fund","17-Feb-2021","2021 Q3",TRUE,"Output 2: Recommendations proposed",2,"Carbon Trust ","Brazil","Component 2: green challenge fund","3814659000000789035","Yes"
"854","Greening Agri Finance in Brazil, mainstreaming low carbon and gender inclusive interventions in Plano Safra to transform Brazil’s agriculture and livestock sectors",NA,"Training delivered to address existing gaps including through: piloting the incorporation of socio-environmental metrics in Banco do Brasil, building their capacity to feed into climate risk and impact assessment, and building MAPA’s capacity to simulate ","Output 1. 'Training of key actors'",NA,NA,"Not reported yet",NA,NA,0,NA,"This output includes 4 training sessions delivered to Banco do Brasil and other interested FIs to pilot the integration of socio-environmental metrics in their assessment of Plano Safra loans, building their capacity to assess/monitor metrics, giving them tools (PACTA-TCFD-MRV) to do so, and building their capacity to use such metrics to feed into their assessment of climate impact and exposure to climate risk. The output also includes 2 capacity building sessions delivered to MAPA on modelling the social and climate impact of two regulatory interventions to be selected by the Ministry in sub-sectors to be selected by the Ministry.","Component 2: green challenge fund","17-Feb-2021","2022 Q1",TRUE,"Output 1: Skills enhanced",1,"Carbon Trust ","Brazil","Component 2: green challenge fund","3814659000000789035","Yes"
"855","Greening Agri Finance in Brazil, mainstreaming low carbon and gender inclusive interventions in Plano Safra to transform Brazil’s agriculture and livestock sectors",NA,"Construction and delivery of tools including an MRV Platform and a Policy Impact Simulation tool","Output 3.1. 'Knowledge product developed'",NA,NA,"Not reported yet",NA,NA,0,NA,"Construction and delivery of an MRV Platform for Banco do Brasil (directly replicable to other FIs) ready to be fed with anonymised municipal level data provided by Banco do Brasil (online software format); detailed set of user guidelines describing its application in specific case studies that test the Platform functionalities and usefulness. Construction and delivery of a Policy Impact Simulation tool (MS Excel format) for MAPA.","Component 2: green challenge fund","17-Feb-2021","2022 Q1",TRUE,"Output 3: Knowledge generated and disseminated",3,"Carbon Trust ","Brazil","Component 2: green challenge fund","3814659000000789035","Yes"
